SoReal Cru	Filipinos
Jabbawockeez	Filipinos
Cheryl Burke	Filipinos
Super Cr3w	Filipinos
Bayanihan Philippine National Folk Dance Company	Filipinos
Jabbawockeez	Filipinos
Quest Crew	Filipinos
Zaira Cosico	Filipinos
Napoleon D'umo	Filipinos
Poreotics	Filipinos
I.aM.mE	Filipinos
Lisa Macuja-Elizalde	Filipinos
Beat Freaks	Filipinos
SoReal Cru	Filipinos
SoReal Cru	Filipinos
ASAP (variety show)	Filipinos
Jabbawockeez	Filipinos
Leonor Orosa Goquinco	Filipinos
Jabbawockeez	Filipinos
Quest Crew	Filipinos
Jabbawockeez	Filipinos
Cris Judd	Filipinos
Kaba Modern	Filipinos
Charles Klapow	Filipinos
Jabbawockeez	Filipinos
Poreotics	Filipinos
Massive Monkeys	Filipinos
Jennifer Olayvar	Filipinos
Jabbawockeez	Filipinos
Quest Crew	Filipinos
Philippine All Stars	Filipinos
Super Cr3w	Filipinos
SoReal Cru	Filipinos
Quest Crew	Filipinos
Quest Crew	Filipinos
Dominic Sandoval	Filipinos
Alan Shirahama	Filipinos
SexBomb Dancers	Filipinos
Jabbawockeez	Filipinos
Poreotics	Filipinos
Nicole Abe	Filipinos
Carla Abellana	Filipinos
Teresita Abundo	Filipinos
Grezilda Adelantar	Filipinos
Tetchie Agbayani	Filipinos
Asia Agcaoili	Filipinos
Karen Loren Agustin	Filipinos
Kat Alano	Filipinos
Marco Alcaraz	Filipinos
Charlene Almarvez	Filipinos
Grendel Alvarado	Filipinos
Gerald Anderson	Filipinos
Regine Angeles	Filipinos
Ritz Azul	Filipinos
Kirstie Joan Babor	Filipinos
Rico Barrera	Filipinos
Victor Basa	Filipinos
Anna Bayle	Filipinos
Michelle Braun	Filipinos
Gionna Cabrera	Filipinos
Brent Chua	Filipinos
Manuel Chua	Filipinos
Sam Concepcion	Filipinos
Jake Cuenca	Filipinos
Anne Curtis	Filipinos
Mikael Daez	Filipinos
Enchong Dee	Filipinos
Will Devaughn	Filipinos
Lissa Endriga	Filipinos
Rodel Flordeliz	Filipinos
Scarlet Garcia (model)	Filipinos
CJ Gibson	Filipinos
Raquel Gibson	Filipinos
Alodia Gosiengfiao	Filipinos
Rachel Grant	Filipinos
Amanda Griffin	Filipinos
Carl Guevarra	Filipinos
Jeanne Harn	Filipinos
Dianne Hernandez	Filipinos
Solenn Heussaff	Filipinos
Hiromi (model)	Filipinos
Carla Humphries	Filipinos
Anna Maris Igpit	Filipinos
Cindy Kurleto	Filipinos
Xian Lim	Filipinos
Juan Rodrigo	Filipinos
Loveli	Filipinos
Rika Mamiya	Filipinos
Zanjoe Marudo	Filipinos
Sam Milby	Filipinos
Sarah Meier (VJ)	Filipinos
Julia Montes	Filipinos
Ron Morales	Filipinos
Marc Nelson (actor)	Filipinos
Hansen Nichols	Filipinos
Chieko Kawabe	Filipinos
Aiko Otake	Filipinos
Sam Pinto	Filipinos
Bruce Quebral	Filipinos
Derek Ramsay	Filipinos
Polo Ravales	Filipinos
Stephanie Retuya	Filipinos
Marian Rivera	Filipinos
Tom Rodriguez	Filipinos
Maja Salvador	Filipinos
Janina San Miguel	Filipinos
Sandra Seifert	Filipinos
Maryjun Takahashi	Filipinos
Yu Takahashi (actress)	Filipinos
Geoff Taylor (singer)	Filipinos
Joyce Torresyap	Filipinos
Leeann Tweeden	Filipinos
John James Uy	Filipinos
Christian Vasquez	Filipinos
Ervic Vijandre	Filipinos
Migz Villafuerte	Filipinos
Georgina Wilson	Filipinos
Nicanor Abelardo	Filipinos
Freddie Aguilar	Filipinos
Sayaka Akimoto	Filipinos
Joanna Ampil	Filipinos
Apl.de.ap	Filipinos
Apo Hiking Society	Filipinos
Maria Aragon	Filipinos
Ashley Argota	Filipinos
Junji Arias	Filipinos
Asin (band)	Filipinos
Joey Ayala	Filipinos
Mig Ayesa	Filipinos
Christian Bautista	Filipinos
Mutya Buena	Filipinos
Maria Amapola Cabase	Filipinos
Manuel Kabajar Cabase	Filipinos
George Canseco	Filipinos
Cassie Ventura	Filipinos
Ryan Cayabyab	Filipinos
Levi Celerio	Filipinos
Charice Pempengco	Filipinos
The Voice (U.S. season 2)	Filipinos
Chicosci	Filipinos
Aria Clemente	Filipinos
Yeng Constantino	Filipinos
Pilita Corrales	Filipinos
Billy Crawford	Filipinos
Darren Criss	Filipinos
Madonna Decena	Filipinos
Ma-Anne Dionisio	Filipinos
Diwata	Filipinos
DJ Babu	Filipinos
DJ Qbert	Filipinos
Shaila Durcal	Filipinos
Jocelyn Enriquez	Filipinos
Eraserheads	Filipinos
Roshon Fegan	Filipinos
Anna Fegi	Filipinos
Florante	Filipinos
Claire de la Fuente	Filipinos
Sarah Geronimo	Filipinos
Rachelle Ann Go	Filipinos
Toni Gonzaga	Filipinos
Charlie Green (singer)	Filipinos
Kirk Hammett	Filipinos
Hotdog (band)	Filipinos
Vanessa Hudgens	Filipinos
Chad Hugo	Filipinos
Enrique Iglesias	Filipinos
Julio Iglesias, Jr.	Filipinos
Fely Irvine	Filipinos
Kathleen de Leon Jones	Filipinos
Juan Dela Cruz Band	Filipinos
Karylle	Filipinos
Lucrecia Kasilag	Filipinos
Kay One (rapper)	Filipinos
Kjwan	Filipinos
Myleene Klass	Filipinos
Kyla	Filipinos
Laidback Luke	Filipinos
Lalaine	Filipinos
Las Pinas Boys Choir	Filipinos
Sharon Leal	Filipinos
List of Britain's Got Talent finalists (series 7)	Filipinos
Cecile Licad	Filipinos
Jed Madela	Filipinos
Francis Magalona	Filipinos
Ramiele Malubay	Filipinos
Bruno Mars	Filipinos
Diomedes Maturan	Filipinos
Neal McCoy	Filipinos
Sandra McCoy	Filipinos
Thia Megia	Filipinos
Emil Mijares	Filipinos
Mixmaster Mike	Filipinos
Antonio Molina (composer)	Filipinos
Vina Morales	Filipinos
Kento Nakajima	Filipinos
Megumi Nakajima	Filipinos
Maiko Nakamura	Filipinos
Nina Girado	Filipinos
Asia Nitollano	Filipinos
Grace Nono	Filipinos
Clarissa Ocampo	Filipinos
Chieko Kawabe	Filipinos
Imelda Papin	Filipinos
Philippine Madrigal Singers	Filipinos
Arnel Pineda	Filipinos
Richard Poon	Filipinos
Marlisa Punzalan	Filipinos
Angeline Quinto	Filipinos
Razorback (band)	Filipinos
Sheryn Regis	Filipinos
Didith Reyes	Filipinos
Rivermaya	Filipinos
Rhap Salazar	Filipinos
Lea Salonga	Filipinos
Jessica Sanchez	Filipinos
Ellona Santiago	Filipinos
Francisco Santiago	Filipinos
Randy Santiago	Filipinos
Erik Santos	Filipinos
Lucio San Pedro	Filipinos
Epifanio de los Santos	Filipinos
Nicole Scherzinger	Filipinos
Alan Shirahama	Filipinos
Ruben Tagalog	Filipinos
Anna Maria Perez de Tagle	Filipinos
The Dawn (band)	Filipinos
Alex To	Filipinos
Jasmine Trias	Filipinos
University of Santo Tomas Singers	Filipinos
Gary Valenciano	Filipinos
Rey Valera	Filipinos
Camile Velasco	Filipinos
Regine Velasquez	Filipinos
Andrea Veneracion	Filipinos
Cassie Ventura	Filipinos
Janice Vidal	Filipinos
Jill Vidal	Filipinos
Yoyoy Villame	Filipinos
Jasmine Villegas	Filipinos
DJ Virman	Filipinos
VST &amp; Co.	Filipinos
Vanessa White	Filipinos
Wolfgang (band)	Filipinos
Oscar Yatco	Filipinos
Ben Zubiri	Filipinos
Pacita Abad	Filipinos
Napoleon Abueva	Filipinos
Fernando Amorsolo	Filipinos
Larry Alcala	Filipinos
Eduardo Castrillo	Filipinos
Roberto Chabet	Filipinos
Jonas Diego	Filipinos
Damian Domingo	Filipinos
Eduardo Castrillo	Filipinos
Carlos V. Francisco	Filipinos
Alodia Gosiengfiao	Filipinos
Felix Resurreccion Hidalgo	Filipinos
Jose T. Joya	Filipinos
Ang Kiukok	Filipinos
Cesar Legaspi	Filipinos
Vicente Manansala	Filipinos
Onib Olmedo	Filipinos
Hal Santiago	Filipinos
Epifanio de los Santos	Filipinos
Cal Sobrepena	Filipinos
Romeo V. Tabuena	Filipinos
Guillermo Tolentino	Filipinos
Jun Yoshino	Filipinos
Cristeta Comerford	Filipinos
Nora Daza	Filipinos
Gene Gonzalez	Filipinos
Heny Sison	Filipinos
Jasmin Figueroa	Filipinos
Marlon Stockinger	Filipinos
Benny Agbayani	Filipinos
Chris Aguila	Filipinos
Bobby Balcena	Filipinos
Jason Bartlett (baseball)	Filipinos
Bobby Chouinard	Filipinos
Tim Lincecum	Filipinos
Ryuya Ogawa	Filipinos
Clay Rapada	Filipinos
Johnny Abarrientos	Filipinos
Bogs Adornado	Filipinos
Japeth Aguilar	Filipinos
Ato Agustin	Filipinos
Jimmy Alapag	Filipinos
Louie Alas	Filipinos
Marlou Aquino	Filipinos
Francis Arnaiz	Filipinos
Nelson Asaytono	Filipinos
Narciso Bernardo	Filipinos
Ricardo Brown (basketball)	Filipinos
Mary Ellyn Caasi	Filipinos
Mark Caguioa	Filipinos
Allan Caidic	Filipinos
Hector Calma	Filipinos
Dionisio Calvo	Filipinos
JV Casio	Filipinos
Jayson Castro	Filipinos
Philip Cezar	Filipinos
Jeff Chan	Filipinos
Atoy Co	Filipinos
Jerry Codinera	Filipinos
Baby Dalupan	Filipinos
Gary David	Filipinos
Ranidel de Ocampo	Filipinos
Aric del Rosario	Filipinos
Kenneth Duremdes	Filipinos
Valentin Eduque	Filipinos
Bernie Fabiosa	Filipinos
Felicisimo Fajardo	Filipinos
June Mar Fajardo	Filipinos
Ramon Fernandez	Filipinos
Kevin Ferrer	Filipinos
Danny Florencio	Filipinos
Yeng Guiao	Filipinos
Abet Guidaben	Filipinos
Jayjay Helterbrand	Filipinos
Vince Hizon	Filipinos
Dondon Hontiveros	Filipinos
Freddie Hubalde	Filipinos
Danny Ildefonso	Filipinos
Robert Jaworski	Filipinos
Jojo Lastimosa	Filipinos
Paul Lee (basketball)	Filipinos
Lim Eng Beng	Filipinos
Samboy Lim	Filipinos
Joe Lipa	Filipinos
Carlos Loyzaga	Filipinos
Chito Loyzaga	Filipinos
Ronnie Magsanoc	Filipinos
Tommy Manotoc	Filipinos
Vergel Meneses	Filipinos
Eric Menk	Filipinos
Willie Miller	Filipinos
Mucha Mori	Filipinos
Lauro Mumar	Filipinos
Gabe Norwood	Filipinos
Edgardo Ocampo	Filipinos
Ambrosio Padilla	Filipinos
Manny Paner	Filipinos
Benjie Paras	Filipinos
Bobby Ray Parks, Jr.	Filipinos
Alvin Patrimonio	Filipinos
Marc Pingris	Filipinos
Leo Prieto	Filipinos
Olsen Racela	Filipinos
Ignacio Ramos (basketball)	Filipinos
Bong Ravena	Filipinos
Kiefer Ravena	Filipinos
Chot Reyes	Filipinos
Nate Robinson	Filipinos
Nico Salva	Filipinos
Lou Salvador	Filipinos
Danny Seigle	Filipinos
Dante Silverio	Filipinos
Greg Slaughter	Filipinos
Alfonso Solis	Filipinos
Erik Spoelstra	Filipinos
Asi Taulava	Filipinos
Jeric Teng	Filipinos
Jeron Teng	Filipinos
LA Tenorio	Filipinos
Juami Tiongson	Filipinos
Chris Tiu	Filipinos
Jong Uichico	Filipinos
Turo Valenzona	Filipinos
Freddie Webb	Filipinos
Kelly Williams	Filipinos
James Yap	Filipinos
Olivia &quot;Bong&quot; Coo	Filipinos
Lita de la Rosa	Filipinos
Rafael Nepumuceno	Filipinos
Biboy Rivera	Filipinos
Markwin Tee	Filipinos
AJ Banal	Filipinos
Rey Bautista	Filipinos
John Riel Casimero	Filipinos
Denver Cuello	Filipinos
Nonito Donaire	Filipinos
Gabriel Elorde	Filipinos
Luisito Espinosa	Filipinos
Rey Fortaleza	Filipinos
Mercito Gesta	Filipinos
Sonny Boy Jaro	Filipinos
Rolando Navarrete	Filipinos
Donnie Nietes	Filipinos
Dodie Boy Penalosa	Filipinos
Gerry Penalosa	Filipinos
Bobby Pacquiao	Filipinos
Manny Pacquiao	Filipinos
Rodrigo Salud	Filipinos
Marvin Sonsona	Filipinos
Mansueto Velasco	Filipinos
Roel Velasco	Filipinos
Brian Viloria	Filipinos
Francisco Guilledo	Filipinos
Mikee Cojuangco	Filipinos
Francisco Dayrit Sr.	Filipinos
Amanda Evora	Filipinos
Michael Christian Martinez	Filipinos
Emi Watanabe	Filipinos
Amani Aguinaldo	Filipinos
David Alaba	Filipinos
Paulino Alcantara	Filipinos
Rodolfo Alicante	Filipinos
Marwin Angeles	Filipinos
Ian Araneta	Filipinos
Misagh Bahadoran	Filipinos
David Basa	Filipinos
Buda Bautista	Filipinos
Alexander Borromeo	Filipinos
Henry Brauner	Filipinos
Nate Burkey	Filipinos
Dennis Cagara	Filipinos
Emelio Caligdong	Filipinos
Jose Ariston Caslib	Filipinos
Jeffrey Christiaens	Filipinos
Heather Cooke	Filipinos
Kenshiro Daniels	Filipinos
Jonathan De Guzman	Filipinos
Jason de Jong	Filipinos
Carli de Murga	Filipinos
Anton del Rosario	Filipinos
Armand Del Rosario	Filipinos
Patrick Deyto	Filipinos
Curt Dizon	Filipinos
Ruben Doctora	Filipinos
Jimmy Dona	Filipinos
Neil Etheridge	Filipinos
Dave Fegidero	Filipinos
Norman Fegidero	Filipinos
Rob Gier	Filipinos
Ali Go	Filipinos
Alfredo Razon Gonzalez	Filipinos
Chad Gould	Filipinos
Christopher Greatwich	Filipinos
Phil Greatwich	Filipinos
Simon Greatwich	Filipinos
Chad Gould	Filipinos
Angel Guirado	Filipinos
Juan Luis Guirado	Filipinos
Leigh Gunn	Filipinos
Mark Hartmann	Filipinos
Matthew Hartmann	Filipinos
Joana Houplin	Filipinos
Patrice Impelido	Filipinos
Ray Anthony Jonsson	Filipinos
Jerry Lucena	Filipinos
Lexton Moy	Filipinos
Paul Mulders	Filipinos
Roland Muller	Filipinos
Ernest Nierras	Filipinos
Nick O'Donnell (footballer)	Filipinos
Demitrius Omphroy	Filipinos
Satoshi Otomo	Filipinos
Manuel Ott	Filipinos
Inna Palacios	Filipinos
Javier Patino	Filipinos
Gino Pavone	Filipinos
Marlon Pinero	Filipinos
OJ Porteria	Filipinos
Patrick Reichelt	Filipinos
Simone Rota	Filipinos
Jason Sabio	Filipinos
Eduard Sacapano	Filipinos
Daisuke Sato (footballer)	Filipinos
Stephan Schrock	Filipinos
Jesse Shugg	Filipinos
Alvaro Silva (footballer)	Filipinos
Martin Steuble	Filipinos
Yuji Takahashi (footballer)	Filipinos
Junichi Tanaka	Filipinos
Tomas Trigo	Filipinos
Yannick Tuason	Filipinos
Mark Villon	Filipinos
Denis Wolf	Filipinos
James Younghusband	Filipinos
Phil Younghusband	Filipinos
Derek Ramsay	Filipinos
Dorothy Delasin	Filipinos
Frankie Minoza	Filipinos
Jennifer Rosales	Filipinos
Beatriz Lucero	Filipinos
Gretchen Malalad	Filipinos
Eduard Folayang	Filipinos
Mark Munoz	Filipinos
Brandon Vera	Filipinos
Maico Buncio	Filipinos
Ronato Alcano	Filipinos
Francisco Bustamante	Filipinos
Rodolfo Luat	Filipinos
Marlon Manalo	Filipinos
Dennis Orcullo	Filipinos
Alex Pagulayan	Filipinos
Jose Parica	Filipinos
Efren Reyes	Filipinos
Dave Batista	Filipinos
Zema Ion	Filipinos
T.J. Perkins	Filipinos
Syuri	Filipinos
Kevin Gordon	Filipinos
Gareth Holgate	Filipinos
Michael Letts	Filipinos
Expo Mejia	Filipinos
David Robinson-Polkey	Filipinos
Matt Saunders (rugby union born 1988)	Filipinos
Oliver Saunders	Filipinos
Matt Srama	Filipinos
Eric Tai	Filipinos
Jake Ward	Filipinos
Kenneth West	Filipinos
Andrew Wolff	Filipinos
Sean Malto	Filipinos
Masunoyama Tomoharu	Filipinos
Jasmine Al-Khaldi	Filipinos
Ryan Arabejo	Filipinos
Eric Buhain	Filipinos
Dionisio Calvo	Filipinos
Daniel Coakley	Filipinos
Enchong Dee	Filipinos
Christine Jacob	Filipinos
Jessie Lacuna	Filipinos
Agapito Lozada	Filipinos
Miguel Mendoza	Filipinos
Miguel Molina (swimmer)	Filipinos
Gerardo Rosario	Filipinos
Christel Simms	Filipinos
Akiko Thomson	Filipinos
Teofilo Yldefonso	Filipinos
James Walsh (swimmer)	Filipinos
Maharu Yoshimura	Filipinos
Japoy Lizardo	Filipinos
Monsour del Rosario	Filipinos
Francis Casey Alcantara	Filipinos
Lydia de Vega	Filipinos
Isidro del Prado	Filipinos
Simeon Toribio	Filipinos
Miguel White	Filipinos
Rudy Fernandez (triathlete)	Filipinos
Teresita Abundo	Filipinos
Rachel Anne Daquis	Filipinos
Victonara Galang	Filipinos
Michele Gumabao	Filipinos
Denden Lazaro	Filipinos
Aby Marano	Filipinos
Cristina Salak	Filipinos
Aleona Denise Santiago	Filipinos
Maria Paulina Soriano	Filipinos
Maria Angeli Tabaquero	Filipinos
Alyssa Valdez	Filipinos
Amado Benito Jr.	Filipinos
Mark Eddiva	Filipinos
Emilio Aguinaldo	Filipinos
Melchora Aquino	Filipinos
Andres Bonifacio	Filipinos
Francisco Dagohoy	Filipinos
Gregorio del Pilar	Filipinos
Marcelo H. del Pilar	Filipinos
Emilio Jacinto	Filipinos
Graciano Lopez-Jaena	Filipinos
Lapu-Lapu	Filipinos
Antonio Luna	Filipinos
Juan Luna	Filipinos
Gregorio Aglipay	Filipinos
Isabelo de los Reyes	Filipinos
Apolinario Mabini	Filipinos
Miguel Malvar	Filipinos
Jose P. Rizal	Filipinos
Macario Sakay	Filipinos
Epifanio de los Santos	Filipinos
Diego Silang	Filipinos
Gabriela Silang	Filipinos
Pio Valenzuela	Filipinos
Arthur Defensor, Sr.	Filipinos
Jose Diokno	Filipinos
Fernando Lopez	Filipinos
Raul Manglapus	Filipinos
Alejandro Melchor	Filipinos
Claro M. Recto	Filipinos
Maria Leonor Robredo	Filipinos
Raul Roco	Filipinos
Carlos P. Romulo	Filipinos
Rene Saguisag	Filipinos
Rafael M. Salas	Filipinos
Jovito Salonga	Filipinos
Epifanio de los Santos	Filipinos
Lorenzo Sumulong	Filipinos
Lorenzo Tanada	Filipinos
Cesar Virata	Filipinos
Edgardo Angara	Filipinos
Joker Arroyo	Filipinos
Jose Avelino	Filipinos
Noli de Castro	Filipinos
Benjamin Cayetano	Filipinos
Cesar Climaco	Filipinos
Jose de Venecia, Jr.	Filipinos
Franklin Drilon	Filipinos
Rodrigo Duterte	Filipinos
Juan Ponce Enrile	Filipinos
Francis Escudero	Filipinos
Jinggoy Estrada	Filipinos
Bayani Fernando	Filipinos
Richard Gordon (politician)	Filipinos
Panfilo Lacson	Filipinos
Lito Lapid	Filipinos
Loren Legarda	Filipinos
Jasmine B. Lee	Filipinos
Alfredo Lim	Filipinos
Imelda Marcos	Filipinos
Eddie Panlilio	Filipinos
Ronaldo Puno	Filipinos
Ralph Recto	Filipinos
Bong Revilla	Filipinos
Jesse Robredo	Filipinos
Miriam Defensor Santiago	Filipinos
Luis Singson	Filipinos
Francisco Tatad	Filipinos
Antonio Trillanes	Filipinos
Manny Villar	Filipinos
Emilio Aguinaldo	Filipinos
Manuel L. Quezon	Filipinos
Jose P. Laurel	Filipinos
Sergio Osmena	Filipinos
Manuel Roxas	Filipinos
Elpidio Quirino	Filipinos
Ramon Magsaysay	Filipinos
Carlos P. Garcia	Filipinos
Diosdado Macapagal	Filipinos
Ferdinand Marcos	Filipinos
Corazon Aquino	Filipinos
Fidel V. Ramos	Filipinos
Joseph Estrada	Filipinos
Gloria Macapagal-Arroyo	Filipinos
Benigno Aquino III	Filipinos
Diosdado Banatao	Filipinos
Eduardo Cojuangco, Jr.	Filipinos
John Gokongwei	Filipinos
Andrew Gotianun	Filipinos
Felipe Gozon	Filipinos
Janet Lim-Napoles	Filipinos
Lopez Group of Companies	Filipinos
Manuel V. Pangilinan	Filipinos
Henry Sy	Filipinos
Washington SyCip	Filipinos
Andrew Tan	Filipinos
Lucio Tan	Filipinos
Tony Tan Caktiong	Filipinos
Tan Yu	Filipinos
George Ty	Filipinos
Manny Villar	Filipinos
Alfonso Yuchengco	Filipinos
Enrique Zobel	Filipinos
Jaime Zobel de Ayala	Filipinos
Jose Abad Santos	Filipinos
Manuel Araullo	Filipinos
Cayetano Arellano	Filipinos
Ramon Avancena	Filipinos
Romeo Callejo, Sr.	Filipinos
Kiwi Camara	Filipinos
Roberto Concepcion	Filipinos
Irene Cortes	Filipinos
Hilario Davide, Jr.	Filipinos
Jose Diokno	Filipinos
Enrique Fernando	Filipinos
Regino C. Hermosisima, Jr.	Filipinos
Jose P. Laurel	Filipinos
Ameurfina Melencio-Herrera	Filipinos
Maria Lourdes Sereno	Filipinos
Cecilia Munoz-Palma	Filipinos
Gregorio Perfecto	Filipinos
Artemio Panganiban	Filipinos
Reynato Puno	Filipinos
Florenz Regalado	Filipinos
J. B. L. Reyes	Filipinos
Epifanio de los Santos	Filipinos
Claudio Teehankee	Filipinos
Arturo Tolentino	Filipinos
Jose Yulo	Filipinos
Pedro Calungsod	Filipinos
Horacio de la Costa	Filipinos
Gregorio Aglipay	Filipinos
Isabelo de los Reyes	Filipinos
Mother Ignacia del Espiritu Santo	Filipinos
GOMBURZA	Filipinos
Isabel Larranaga Ramirez	Filipinos
Gaudencio Rosales	Filipinos
Rufino Santos	Filipinos
Jaime Sin	Filipinos
Fernando Suarez	Filipinos
Ricardo Vidal	Filipinos
Felix Manalo	Filipinos
Kris Aquino	Filipinos
Boy Abunda	Filipinos
Inday Badiday	Filipinos
Luis Beltran	Filipinos
Teodoro Benigno	Filipinos
Tomas Cabili	Filipinos
Renato Constantino	Filipinos
Noli De Castro	Filipinos
Mike Enriquez	Filipinos
Kara David	Filipinos
Ted Failon	Filipinos
Arnold Clavio	Filipinos
Rico Hizon	Filipinos
Che Che Lazaro	Filipinos
Loveli	Filipinos
Vanessa Minnillo	Filipinos
Vicky Morales	Filipinos
Megumi Nakajima	Filipinos
Howie Severino	Filipinos
Solita Monsod	Filipinos
Ambeth Ocampo	Filipinos
Veronica Pedrosa	Filipinos
Amado Pineda	Filipinos
Maria Ressa	Filipinos
Jessica Soho	Filipinos
Maximo V. Soliven	Filipinos
Mel Tiangco	Filipinos
Jessica Zafra	Filipinos
Daniel Razon	Filipinos
Cher Calvin	Filipinos
London 360	Filipinos
Miss America 2001	Filipinos
Rio Diaz	Filipinos
Zara Aldana	Filipinos
Grendel Alvarado	Filipinos
Carlene Aguilar	Filipinos
Miss Earth 2004	Filipinos
Miss Earth 2005	Filipinos
Catherine Untalan	Filipinos
Jessica Trisko	Filipinos
Miss Earth 2008	Filipinos
Miss Earth 2009	Filipinos
Miss Earth 2011	Filipinos
Miss Earth 2012	Filipinos
Miss Earth 2013	Filipinos
Maricar Balagtas	Filipinos
Czarina Gatbonton	Filipinos
Miss International 1964	Filipinos
Miss International 1970	Filipinos
Miss International 1979	Filipinos
Miss International 2005	Filipinos
Miss International 2009	Filipinos
Miss International 2010	Filipinos
Miss International 2011	Filipinos
Miss International 2012	Filipinos
Miss International 2013	Filipinos
Miss International 2014	Filipinos
Elaine Kay Moll	Filipinos
Mutya Johanna Datul	Filipinos
Miss Teen USA 1998	Filipinos
Rizzini Alexis Gomez	Filipinos
Angeli Dione Gomez	Filipinos
Miss Universe 1969	Filipinos
Miss Universe 1973	Filipinos
Miss Universe 1980	Filipinos
Miss Universe 1987	Filipinos
Miss Universe 1994	Filipinos
Miss Universe 1997	Filipinos
Miss Universe 1999	Filipinos
Miss Universe 2001	Filipinos
Miss Universe 2005	Filipinos
Miss Universe 2006	Filipinos
Miss Universe 2007	Filipinos
Kirby Ann Basken	Filipinos
Miss Universe 2008	Filipinos
Miss Universe 2009	Filipinos
Miss Universe 2010	Filipinos
Miss Universe 2011	Filipinos
Miss Universe 2012	Filipinos
Miss Universe 2013	Filipinos
Miss Universe 2014	Filipinos
Alixes Scott	Filipinos
Riza Santos	Filipinos
Yomatzy Hazlewood	Filipinos
Ana Luisa Montufar	Filipinos
Miss World 1993	Filipinos
Miss World 1993	Filipinos
Miss World 2007	Filipinos
Miss World 2008	Filipinos
Miss World 2011	Filipinos
Miss World 2012	Filipinos
Miss World 2013	Filipinos
Tetchie Agbayani	Filipinos
Danilo Atienza	Filipinos
Ramon A. Alcaraz	Filipinos
Cesar Basa	Filipinos
Antonio Bautista	Filipinos
Vicente Lim	Filipinos
Josefa Llanes Escoda	Filipinos
Juan Pajota	Filipinos
Jesus Villamor	Filipinos
National Scientist of the Philippines	Filipinos
Doctor of Medicine	Filipinos
Chin-Chin Gutierrez	Filipinos
Efren Penaflorida	Filipinos
Rosa Rosal	Filipinos
Flora Eufemio	Filipinos
Infanta Leonor of Spain	Filipinos
Infanta Sofia of Spain	Filipinos
Letizia, Princess of Asturias	Filipinos
Rudy Santos	Filipinos
List of Chinese Filipinos	Filipinos
List of Filipino Americans	Filipinos
Filipino Canadian	Filipinos
List of Philippine-related topics	Filipinos
Hasselblad Award	Mexicans
Pita Amor	Mexicans
Architect	Mexicans
Luis Barragan	Mexicans
Painting	Mexicans
Leonora Carrington	Mexicans
Max Cetto	Mexicans
Joaquin Clausell	Mexicans
Miguel Covarrubias	Mexicans
Jose Luis Cuevas	Mexicans
Theater	Mexicans
Mathias Goeritz	Mexicans
Sculptor	Mexicans
Francisco Guevara	Mexicans
Saturnino Herran	Mexicans
Hasselblad Award	Mexicans
Maria Izquierdo	Mexicans
Frida Kahlo	Mexicans
Dr. Atl	Mexicans
Amado Nervo	Mexicans
Juan O'Gorman	Mexicans
Jose Clemente Orozco	Mexicans
Antonio Rivas Mercado	Mexicans
Arturo Rivera	Mexicans
Diego Rivera	Mexicans
Jesusa Rodriguez	Mexicans
Michel Rojkind	Mexicans
Veronica Ruiz de Velasco	Mexicans
Sebastian	Mexicans
Javier Sicilia	Mexicans
David Alfaro Siqueiros	Mexicans
Rufino Tamayo	Mexicans
Mauricio Toussaint	Mexicans
Remedios Varo	Mexicans
Jose Maria Velasco Gomez	Mexicans
Abraham Zabludovsky (architect)	Mexicans
Alejandro Zohn	Mexicans
Ignacio Manuel Altamirano	Mexicans
Pita Amor	Mexicans
Juan Jose Arreola	Mexicans
Guillermo Arriaga	Mexicans
Mariano Azuela	Mexicans
Caridad Bravo Adams	Mexicans
Roberto Bravo	Mexicans
Ignacio Burgoa	Mexicans
Rosario Castellanos	Mexicans
Sor Juana Ines de la Cruz	Mexicans
Salvador Elizondo	Mexicans
Jose Joaquin Fernandez de Lizardi	Mexicans
Carlos Fuentes	Mexicans
Martin Luis Guzman	Mexicans
Guadalupe Loaeza	Mexicans
Gregorio Lopez (writer)	Mexicans
Angeles Mastretta	Mexicans
Carlos Monsivais	Mexicans
Nezahualcoyotl	Mexicans
Salvador Novo	Mexicans
Fernando del Paso	Mexicans
Jose Emilio Pacheco	Mexicans
Elena Poniatowska	Mexicans
Alfonso Reyes	Mexicans
Jose Revueltas	Mexicans
Luis J. Rodriguez	Mexicans
Juan Rulfo	Mexicans
Juan Ruiz de Alarcon	Mexicans
Jaime Sabines	Mexicans
Paco Ignacio Taibo II	Mexicans
Jose Vasconcelos	Mexicans
Yolanda Vargas Dulche	Mexicans
Agustin Yanez	Mexicans
Emilio Carballido	Mexicans
Maria Asuncion Aramburuzabala	Mexicans
Jeronimo Arango	Mexicans
Emilio Azcarraga Jean	Mexicans
Emilio Azcarraga Milmo	Mexicans
Emilio Azcarraga Vidaurreta	Mexicans
Alberto Bailleres	Mexicans
Raul Bailleres	Mexicans
Daniel Chavez Moran	Mexicans
Andres Conesa Labastida	Mexicans
Eugenio Garza Laguera	Mexicans
Philanthropist	Mexicans
Bernardo Gomez Martinez	Mexicans
Roberto Gonzalez Barrera	Mexicans
Victor Gonzalez Torres	Mexicans
Alfredo Harp Helu	Mexicans
Roberto Hernandez Ramirez	Mexicans
German Larrea Mota-Velasco	Mexicans
Enrique Molina Sobrino	Mexicans
